trader_id,age,prior_experience_years,starting_capital,account_age_months,instrument,market_regime,broker_cost_bps,risk_per_trade_pct,avg_leverage,trades_per_month,uses_stop_loss,avg_win_hold_days,avg_loss_hold_days,diversification,journals_trades,revenge_trading,overconfidence,follows_plan,chases_volatility,position_sizing_discipline,net_return_pct,profitable,blew_up
TRD028700,30,2.5,1840.0,16,stocks,bull,9.7,1.26,1.0,75,1,7.3,16.2,2.7,0,3.7,3.4,6.5,8.8,10.0,-15.0,0,0
TRD028701,45,4.4,4350.0,30,crypto,bear,7.2,1.91,9.2,5,0,2.0,2.9,0.0,0,5.0,9.5,7.7,8.4,9.0,-40.0,0,1
TRD028702,46,1.4,17170.0,2,etf,bull,13.2,0.78,1.0,68,0,12.8,16.4,3.8,0,7.2,5.3,6.9,8.8,6.4,-40.0,0,1
TRD028703,52,1.6,3780.0,1,stocks,bull,5.4,1.38,2.5,5,1,12.4,18.4,0.7,0,3.6,5.3,2.8,6.7,9.8,3.0,1,0
TRD028704,47,2.5,5400.0,24,options,bear,3.0,4.12,10.4,21,1,5.7,5.9,3.3,0,7.8,7.6,0.0,7.0,2.6,-40.0,0,1
TRD028705,42,0.6,350.0,10,crypto,choppy,16.8,1.45,1.1,19,0,11.5,25.2,6.0,2,2.9,8.1,6.3,8.9,6.2,-25.6,0,0
TRD028706,22,3.6,10280.0,9,options,bull,11.3,1.03,4.6,51,0,4.1,5.3,2.8,0,8.0,0.0,6.3,2.2,7.9,-19.8,0,0
TRD028707,40,1.7,7400.0,21,futures,bear,17.9,1.2,4.9,33,1,0.8,2.1,3.5,0,6.0,5.0,3.7,8.0,10.0,-40.0,0,1
TRD028708,32,2.4,4960.0,44,crypto,bear,21.6,0.36,9.1,50,1,9.2,19.9,3.7,0,5.0,5.2,3.0,4.2,4.8,-40.0,0,1
TRD028709,43,4.7,2260.0,12,etf,choppy,9.4,7.81,1.0,42,0,3.6,5.9,7.0,0,8.7,3.0,4.7,2.0,10.0,-8.1,0,0
TRD028710,23,1.9,187470.0,31,stocks,bull,4.5,2.67,1.0,20,1,5.4,12.3,4.7,0,7.6,4.0,0.6,3.4,6.1,-35.5,0,0
TRD028711,35,0.3,5460.0,3,stocks,choppy,12.0,1.11,1.5,7,1,5.6,5.8,6.3,0,6.0,7.5,2.4,10.0,2.1,-40.0,0,1
TRD028712,43,1.0,11490.0,27,stocks,bear,25.0,3.41,2.6,13,1,2.0,4.6,2.2,2,0.0,2.0,3.9,4.2,7.1,-40.0,0,1
TRD028713,59,1.2,12320.0,37,futures,bull,14.7,3.13,4.3,25,1,2.0,3.9,7.5,1,3.5,5.6,5.6,7.7,4.8,3.8,1,0
TRD028714,22,0.9,16990.0,16,stocks,choppy,20.2,1.56,1.1,54,1,8.7,19.7,6.3,1,4.7,3.1,5.7,8.2,10.0,-40.0,0,1
TRD028715,43,7.1,4110.0,22,options,choppy,31.8,3.84,6.6,58,1,10.2,12.4,1.7,1,6.1,4.1,7.0,6.4,4.6,-40.0,0,1
TRD028716,46,2.6,2980.0,16,forex,choppy,29.4,2.4,29.3,24,1,2.6,3.5,4.7,2,6.2,5.4,6.6,3.6,2.1,-6.4,0,0
TRD028717,33,3.7,1780.0,53,stocks,bear,12.4,4.38,2.0,9,0,19.6,49.8,5.4,1,0.1,5.0,9.3,6.5,10.0,-9.6,0,0
TRD028718,32,8.0,10290.0,11,forex,choppy,5.8,1.22,1.6,22,0,3.0,7.1,2.7,0,6.2,5.3,5.0,5.0,3.5,-14.9,0,0
TRD028719,29,0.9,780.0,25,forex,choppy,13.5,1.13,15.7,49,1,9.7,17.6,3.4,0,3.7,9.6,3.4,10.0,7.6,-40.0,0,1
TRD028720,38,5.4,3340.0,2,stocks,choppy,6.0,0.3,1.0,47,1,2.3,4.1,9.8,0,3.6,5.6,4.7,6.7,5.6,-2.7,0,0
TRD028721,34,0.4,15680.0,21,forex,choppy,2.5,3.13,9.0,5,0,3.3,3.9,2.7,2,5.0,7.9,3.9,9.2,10.0,-40.0,0,1
TRD028722,50,0.4,3150.0,5,stocks,bear,5.5,2.53,2.9,11,1,6.4,8.2,3.7,1,8.6,4.5,7.5,4.9,10.0,-40.2,0,0
TRD028723,38,1.7,3660.0,24,forex,bear,2.9,1.95,9.2,16,0,5.0,5.9,4.7,0,4.7,0.0,9.3,3.4,6.8,-26.0,0,0
TRD028724,42,0.5,5820.0,1,stocks,bull,16.8,2.04,2.1,55,0,8.2,8.5,4.7,0,2.6,4.0,4.2,8.2,8.3,-14.4,0,0
TRD028725,42,3.8,13930.0,9,options,bear,5.5,0.69,8.1,13,0,3.6,9.1,0.0,0,5.6,2.0,9.4,3.3,10.0,-19.3,0,0
TRD028726,57,3.8,1930.0,9,forex,choppy,25.8,3.16,3.9,7,1,14.6,19.8,6.6,1,7.8,5.0,6.5,9.1,10.0,-40.0,0,1
TRD028727,32,2.2,17460.0,13,stocks,bull,11.4,0.46,4.9,79,0,3.0,3.4,5.7,0,8.6,4.0,4.4,9.2,8.8,-40.0,0,1
TRD028728,28,1.7,9570.0,5,options,bear,26.3,2.27,14.1,53,1,12.9,16.3,7.1,0,7.1,7.6,6.2,6.8,9.1,-40.0,0,1
TRD028729,39,0.5,7580.0,14,stocks,bear,17.2,0.76,1.8,21,0,0.2,0.2,2.4,0,3.4,2.9,3.1,5.3,5.8,-40.0,0,1
TRD028730,33,2.8,7330.0,4,stocks,choppy,19.6,4.03,1.0,38,1,8.7,20.7,3.6,1,5.0,5.8,2.6,5.2,7.0,3.9,1,0
TRD028731,33,1.4,4320.0,17,stocks,choppy,3.7,1.81,2.3,22,1,2.1,4.1,5.4,0,2.6,5.1,5.6,8.6,6.4,-40.0,0,1
TRD028732,26,2.8,33300.0,41,stocks,choppy,21.6,2.59,4.0,1,0,8.7,11.3,0.0,0,5.5,3.0,7.2,7.4,6.4,-41.8,0,0
TRD028733,22,4.1,4020.0,10,etf,bear,5.2,0.82,1.0,75,1,2.5,3.7,2.0,1,8.9,2.8,6.0,7.4,9.1,-10.9,0,0
TRD028734,29,6.1,45910.0,46,futures,choppy,17.4,2.99,8.8,10,1,17.0,18.1,1.1,1,3.1,4.1,2.9,8.2,8.7,-5.7,0,0
TRD028735,36,8.7,3440.0,5,etf,bear,15.1,2.2,1.2,4,1,11.2,20.9,5.6,1,5.1,9.3,4.5,5.8,7.2,-40.0,0,1
TRD028736,40,2.1,5440.0,11,stocks,bull,6.0,1.09,1.5,7,0,3.1,3.2,2.4,0,5.3,10.0,7.7,10.0,9.3,4.6,1,0
TRD028737,37,0.1,10040.0,29,futures,bull,3.6,2.25,7.1,44,0,6.9,15.0,7.7,0,6.0,0.0,1.3,2.9,6.3,-40.0,0,1
TRD028738,27,3.8,16870.0,2,stocks,bull,12.7,0.58,2.6,30,1,5.2,10.6,2.0,0,0.1,2.8,4.6,10.0,5.3,-9.9,0,0
TRD028739,18,0.6,740.0,9,stocks,bull,17.3,6.28,1.8,15,1,12.9,22.6,1.0,0,4.1,5.6,4.1,7.1,8.8,6.3,1,0
TRD028740,40,2.2,12820.0,38,stocks,bear,18.5,0.64,3.0,17,1,11.2,24.6,6.3,0,3.2,4.7,3.8,8.2,3.8,-40.0,0,1
TRD028741,38,3.1,8520.0,4,futures,bull,11.1,1.56,3.5,37,1,1.0,2.4,3.0,1,7.8,0.6,6.9,2.7,5.1,-40.0,0,1
TRD028742,29,0.7,7350.0,65,stocks,bull,11.3,1.38,1.0,44,1,3.0,4.8,3.3,0,10.0,5.7,6.2,3.7,10.0,-40.0,0,1
TRD028743,46,0.1,2400.0,12,forex,bear,6.5,2.26,8.8,11,1,2.7,5.4,3.4,0,2.7,5.8,2.9,8.4,4.2,-11.9,0,0
TRD028744,37,1.0,2410.0,27,crypto,bear,18.5,1.51,40.9,31,0,3.6,4.5,0.5,0,3.5,6.7,5.2,6.7,10.0,-40.0,0,1
TRD028745,29,0.3,4500.0,9,futures,bull,14.7,1.61,8.0,25,0,15.0,15.9,2.2,0,4.0,5.6,6.4,9.9,5.5,-3.3,0,0
TRD028746,25,1.4,3220.0,37,stocks,bull,12.3,0.88,3.3,53,1,3.2,5.1,4.8,1,1.9,5.8,0.0,5.6,4.9,15.8,1,0
TRD028747,25,2.0,12180.0,13,options,choppy,25.1,4.44,1.0,42,0,8.6,9.5,1.8,0,6.0,5.5,2.2,5.9,10.0,-40.0,0,1
TRD028748,23,5.3,5680.0,23,stocks,bull,7.0,0.2,1.0,2,0,7.6,8.8,8.1,0,4.6,2.3,3.6,4.0,6.6,-36.1,0,0
TRD028749,28,5.3,10650.0,18,forex,bull,19.2,0.54,9.5,42,0,7.4,14.1,0.2,1,3.6,7.2,4.7,7.7,8.6,-17.1,0,0
TRD028750,32,0.4,23810.0,22,stocks,bear,3.3,0.53,2.1,23,1,17.8,38.5,5.7,0,10.0,5.4,7.0,1.8,9.5,-40.0,0,1
TRD028751,51,1.8,26420.0,7,forex,choppy,11.8,4.17,1.5,37,1,7.4,15.7,2.7,0,5.0,10.0,6.8,5.9,8.2,-40.0,0,1
TRD028752,44,6.4,4810.0,55,crypto,bull,23.6,1.89,3.3,75,0,0.6,1.5,2.2,0,9.0,2.0,6.4,5.8,3.0,-40.0,0,1
TRD028753,40,0.5,4110.0,34,etf,choppy,8.1,3.68,1.0,20,1,6.5,10.4,0.1,1,3.2,5.8,8.9,9.2,10.0,-4.0,0,0
TRD028754,35,1.5,8670.0,6,forex,choppy,5.8,2.38,7.8,20,0,2.0,3.8,6.2,0,9.2,7.3,7.3,9.0,9.1,-40.0,0,1
TRD028755,18,7.4,2030.0,20,stocks,bull,24.1,1.19,2.5,35,1,0.8,2.0,5.9,0,5.0,2.7,2.8,10.0,5.2,-40.0,0,1
TRD028756,37,1.5,1990.0,15,etf,bear,4.8,0.38,4.0,28,0,4.5,7.5,5.6,0,10.0,6.6,7.0,9.7,5.7,-40.0,0,1
TRD028757,25,0.2,25310.0,36,options,bull,8.1,1.96,4.3,30,1,2.0,3.0,5.0,1,6.4,5.2,4.0,9.3,8.1,-40.0,0,1
TRD028758,36,4.0,10460.0,44,crypto,choppy,15.2,3.08,6.3,7,0,7.0,7.9,4.7,1,3.1,4.6,1.5,7.9,3.6,8.6,1,0
TRD028759,32,2.5,4520.0,16,futures,bull,4.8,0.46,1.8,24,1,12.6,23.7,6.0,1,1.2,3.9,6.5,7.7,10.0,21.6,1,0
TRD028760,29,3.5,2040.0,10,options,bull,4.7,1.43,4.5,23,1,1.7,2.9,3.8,2,3.6,3.2,4.2,8.2,3.8,-40.0,0,1
TRD028761,18,0.3,3720.0,3,forex,choppy,26.3,3.88,7.8,11,0,2.3,5.3,3.5,0,4.2,5.7,9.1,10.0,3.9,-40.0,0,1
TRD028762,48,0.9,9110.0,19,crypto,choppy,9.0,0.1,8.4,25,1,14.5,20.3,0.3,0,7.5,1.9,4.2,5.9,8.7,1.7,1,0
TRD028763,27,3.3,2530.0,10,options,choppy,11.0,1.79,10.4,31,1,3.3,7.3,5.0,0,3.7,1.6,5.9,9.4,8.4,-40.0,0,1
TRD028764,28,1.5,13730.0,11,crypto,bull,10.3,3.28,18.6,19,1,8.8,10.2,3.8,1,5.3,8.4,9.8,5.4,9.5,0.5,1,0
TRD028765,27,1.7,15400.0,15,crypto,bull,10.2,1.33,12.1,8,1,0.9,1.1,3.2,2,3.3,4.0,6.9,4.1,10.0,-0.5,0,0
TRD028766,36,0.4,35250.0,9,forex,bull,9.8,1.9,14.9,16,0,2.0,2.9,5.0,0,2.4,4.0,3.9,5.4,8.0,-40.0,0,1
TRD028767,53,2.6,23670.0,8,stocks,bear,5.9,0.82,1.6,33,1,3.5,3.6,6.4,1,6.2,4.1,6.9,4.7,10.0,1.6,1,0
TRD028768,41,1.4,780.0,5,forex,bear,6.1,1.1,3.6,21,0,16.8,40.3,0.0,2,3.9,3.1,5.0,6.9,8.6,-40.0,0,1
TRD028769,24,0.2,2370.0,12,forex,bull,27.6,4.82,8.1,38,1,9.1,10.6,0.3,0,6.7,2.1,7.4,4.3,10.0,-15.1,0,0
TRD028770,31,1.8,320.0,34,forex,choppy,4.1,2.11,7.0,25,0,7.1,10.9,4.5,1,1.9,7.0,5.1,7.0,10.0,-40.0,0,1
TRD028771,25,1.4,12680.0,11,stocks,bear,10.4,1.34,3.9,10,0,10.4,26.6,7.4,0,4.5,5.1,4.0,4.0,7.7,-40.0,0,1
TRD028772,24,1.5,1200.0,21,futures,bear,10.6,4.85,17.0,52,0,2.2,4.6,6.7,0,7.6,6.4,2.2,6.5,7.3,-40.0,0,1
TRD028773,26,2.3,7760.0,6,stocks,choppy,0.7,2.01,3.2,5,0,13.9,21.4,0.0,0,1.2,5.3,5.1,6.4,7.5,-40.0,0,1
TRD028774,27,3.2,780.0,28,options,bull,13.3,2.36,2.2,49,1,11.2,16.5,5.6,1,6.5,5.1,3.9,7.5,4.6,0.4,1,0
TRD028775,32,0.4,7400.0,19,crypto,bear,11.3,0.31,13.8,20,1,1.1,1.8,1.3,0,5.8,4.1,7.3,7.9,7.1,-40.0,0,1
TRD028776,35,3.0,2390.0,12,stocks,bear,4.8,0.35,4.5,25,1,17.7,33.9,5.0,0,7.5,5.7,8.1,8.6,10.0,-26.5,0,0
TRD028777,26,3.9,16130.0,21,crypto,bull,11.9,1.54,9.3,36,0,3.4,7.2,3.9,0,9.4,9.8,0.6,10.0,0.0,-40.0,0,1
TRD028778,42,2.5,6870.0,9,forex,choppy,12.2,1.11,2.5,15,1,11.3,21.4,4.0,1,5.4,3.8,6.4,6.2,5.8,-40.0,0,1
TRD028779,26,2.2,1710.0,14,crypto,bear,15.5,2.44,6.1,6,1,0.8,0.9,3.8,2,4.3,5.6,5.5,4.6,8.3,-20.1,0,0
TRD028780,49,3.4,2220.0,9,futures,bear,14.7,0.3,1.9,12,1,5.8,11.1,4.9,0,2.3,4.7,4.1,10.0,6.5,-40.0,0,1
TRD028781,26,4.3,3500.0,15,crypto,bear,5.9,2.14,21.6,13,0,9.6,23.9,4.4,1,4.5,5.5,8.0,6.0,10.0,-15.7,0,0
TRD028782,52,2.2,4430.0,12,futures,bull,11.8,3.31,17.6,38,1,8.4,12.7,4.4,1,6.0,3.9,10.0,2.8,5.7,14.6,1,0
TRD028783,50,5.1,2450.0,18,futures,choppy,23.0,1.93,2.2,7,0,12.9,28.2,0.0,1,4.7,4.2,3.0,3.9,3.5,-40.0,0,1
TRD028784,43,2.1,6020.0,13,forex,choppy,7.8,1.12,15.3,10,0,15.5,26.4,2.4,1,5.0,5.4,6.6,8.4,7.7,-27.0,0,0
TRD028785,29,2.1,69610.0,17,stocks,bear,2.6,1.58,1.0,75,1,2.7,4.5,4.9,0,2.8,3.9,3.5,5.7,7.0,-15.7,0,0
TRD028786,44,0.4,3180.0,12,options,bear,15.5,1.16,6.3,87,1,1.2,3.1,2.5,0,4.5,5.2,8.4,9.8,9.5,-40.0,0,1
TRD028787,27,3.7,8560.0,2,forex,choppy,10.4,2.67,6.6,52,1,8.5,13.0,2.2,0,8.3,7.4,5.8,7.5,10.0,-13.6,0,0
TRD028788,42,1.4,7080.0,17,stocks,bull,3.2,0.27,1.0,25,0,9.5,12.7,5.4,2,4.0,5.2,7.8,7.4,8.9,16.8,1,0
TRD028789,26,2.8,6050.0,12,stocks,choppy,11.1,2.32,3.3,40,1,1.3,3.1,2.1,1,5.9,6.8,4.8,8.7,6.0,9.7,1,0
TRD028790,33,0.9,4190.0,12,stocks,bull,12.1,1.58,2.1,20,0,1.3,2.6,3.9,1,2.5,4.1,5.9,3.2,10.0,0.3,1,0
TRD028791,31,1.1,9750.0,52,forex,bull,6.8,0.74,5.8,10,0,4.6,10.7,4.9,0,2.7,4.4,2.3,6.8,6.3,-40.0,0,1
TRD028792,39,0.1,1290.0,31,etf,bull,19.8,2.52,1.4,15,0,1.7,3.3,2.6,0,0.4,5.9,2.0,6.3,2.9,-40.0,0,1
TRD028793,18,1.1,8570.0,29,futures,bull,13.0,1.49,5.6,67,0,5.0,10.4,5.1,2,5.8,1.8,6.9,7.3,8.4,9.9,1,0
TRD028794,18,2.1,5120.0,18,stocks,choppy,19.3,0.7,2.3,12,1,5.4,12.6,3.0,2,8.5,4.0,6.2,6.3,10.0,-40.0,0,1
TRD028795,37,1.9,9810.0,54,crypto,bear,7.8,1.13,5.2,39,0,22.9,34.2,3.7,0,4.6,8.4,3.1,6.4,6.5,-40.0,0,1
TRD028796,26,1.1,1760.0,21,options,bull,6.9,0.6,17.4,17,1,6.1,7.9,2.1,1,5.6,10.0,3.4,7.0,5.6,-40.0,0,1
TRD028797,27,1.1,2190.0,10,stocks,bear,7.2,1.4,1.0,41,0,3.9,8.0,3.3,1,2.8,5.5,6.8,7.6,6.8,-40.0,0,1
TRD028798,29,3.8,2780.0,2,stocks,bull,4.7,1.97,2.9,34,1,8.6,18.4,3.9,0,3.6,5.3,5.0,10.0,7.6,-17.7,0,0
TRD028799,25,1.2,5130.0,3,stocks,bull,15.3,3.96,1.5,39,0,10.9,14.9,4.4,2,3.5,5.7,7.1,5.0,6.8,6.1,1,0
TRD028800,49,3.3,1940.0,34,stocks,bull,16.6,2.6,1.0,18,1,7.1,8.2,3.9,1,0.6,4.3,1.6,8.9,2.6,-1.1,0,0
TRD028801,36,0.4,10170.0,9,crypto,bull,12.0,3.39,9.7,50,0,12.4,16.0,6.2,0,2.7,0.0,6.1,0.0,8.0,-1.1,0,0
TRD028802,33,4.5,670.0,23,futures,bear,9.4,0.78,4.0,20,0,2.1,4.9,1.5,1,3.1,0.0,8.0,3.5,10.0,11.4,1,0
TRD028803,27,5.6,13450.0,10,stocks,bull,28.4,5.56,1.0,27,0,5.3,6.7,6.5,0,0.0,4.3,6.1,5.7,8.7,-1.8,0,0
TRD028804,44,3.7,1570.0,36,stocks,choppy,2.0,2.17,1.9,3,1,2.2,2.6,0.0,0,4.2,2.9,7.8,7.7,5.9,-19.4,0,0
TRD028805,32,1.9,5780.0,15,crypto,bear,26.2,1.7,8.2,17,0,3.3,6.8,4.9,0,6.3,4.5,8.5,7.1,7.9,1.8,1,0
TRD028806,33,0.3,10620.0,23,crypto,bull,10.1,0.69,5.0,40,1,6.1,9.7,2.8,0,4.7,3.8,7.9,6.8,10.0,-3.0,0,0
TRD028807,38,6.1,3310.0,10,forex,bear,8.1,6.62,6.2,7,0,6.1,6.5,1.0,2,8.5,6.0,6.0,10.0,5.0,9.5,1,0
TRD028808,42,2.7,28720.0,2,stocks,bear,10.1,1.7,4.2,55,0,4.1,10.3,4.6,0,4.8,5.3,7.7,5.4,10.0,-40.0,0,1
TRD028809,19,0.6,8910.0,7,stocks,bull,17.6,1.86,2.7,4,1,2.8,7.1,3.0,0,2.8,4.6,3.9,5.9,5.3,-40.0,0,1
TRD028810,39,0.3,6870.0,7,stocks,bull,2.6,0.87,2.5,20,1,3.9,5.1,5.7,0,0.3,1.5,3.1,1.6,6.4,-5.8,0,0
TRD028811,27,0.7,10600.0,8,forex,bull,19.9,0.81,7.2,65,0,2.0,3.2,1.6,1,8.5,1.0,9.7,3.2,10.0,-40.0,0,1
TRD028812,36,0.6,1350.0,52,forex,choppy,16.7,1.86,2.5,51,0,3.9,9.1,3.9,2,6.8,4.4,6.3,5.9,4.5,-40.0,0,1
TRD028813,20,6.2,2300.0,26,crypto,bull,9.5,1.63,10.8,6,0,6.8,7.9,2.5,0,3.8,5.0,4.6,4.4,5.8,2.3,1,0
TRD028814,33,0.7,19980.0,1,forex,choppy,18.8,1.45,5.8,30,0,17.5,44.6,3.4,1,6.2,5.0,6.8,10.0,9.9,-18.6,0,0
TRD028815,49,1.0,1760.0,33,crypto,bear,6.9,4.64,7.9,12,1,5.9,12.1,5.5,0,0.5,2.3,2.4,6.8,9.6,-35.6,0,0
TRD028816,28,2.0,10370.0,10,stocks,bear,6.9,4.06,4.1,51,1,17.2,42.8,2.0,0,5.1,0.9,5.6,4.7,6.9,-22.6,0,0
TRD028817,38,1.2,6070.0,44,stocks,bear,9.6,5.8,1.0,21,1,0.1,0.2,7.4,1,4.4,1.1,7.8,6.4,8.1,1.7,1,0
TRD028818,39,4.0,3370.0,12,stocks,bull,6.7,0.57,1.0,75,1,7.3,7.7,3.3,2,3.2,7.3,4.2,8.2,4.3,-40.0,0,1
TRD028819,47,4.1,1610.0,1,forex,choppy,6.1,1.31,10.3,56,0,8.3,9.5,5.9,0,6.2,3.1,8.5,5.4,7.9,-20.5,0,0
TRD028820,29,5.4,6720.0,5,options,bull,11.9,3.19,4.8,70,0,7.8,19.0,2.1,0,5.9,3.5,5.9,9.8,8.4,14.2,1,0
TRD028821,20,0.3,4550.0,12,forex,choppy,10.1,2.71,13.6,41,0,6.8,11.2,3.1,0,4.4,5.6,3.9,10.0,7.2,-40.0,0,1
TRD028822,33,0.7,1110.0,6,options,bear,12.7,2.92,1.9,19,0,5.3,11.4,5.9,1,5.6,5.0,7.8,7.1,10.0,-40.0,0,1
TRD028823,28,1.2,5410.0,70,forex,bear,12.8,0.79,10.9,33,1,11.3,20.5,3.0,2,7.4,4.7,7.6,7.0,10.0,-40.0,0,1
TRD028824,33,3.6,23330.0,10,crypto,choppy,20.1,0.52,8.4,23,0,7.0,12.1,5.2,2,6.4,1.9,6.6,4.9,10.0,-40.0,0,1
TRD028825,29,2.6,1770.0,7,forex,bull,6.3,5.17,18.0,55,0,7.4,10.8,6.0,1,2.5,7.3,2.0,7.8,3.6,-40.0,0,1
TRD028826,45,1.6,500.0,14,crypto,bull,11.9,2.61,11.0,38,1,7.8,18.8,3.2,0,0.0,9.8,8.1,10.0,6.2,-40.0,0,1
TRD028827,28,2.1,14060.0,23,crypto,bull,22.2,1.06,10.0,40,1,6.2,8.7,4.9,0,3.9,3.8,5.8,7.2,8.9,6.9,1,0
TRD028828,44,2.3,2910.0,9,options,bear,18.6,1.37,1.0,24,1,1.4,2.3,4.3,0,5.8,7.3,7.4,3.9,10.0,-40.0,0,1
TRD028829,31,0.1,3520.0,13,forex,choppy,11.9,1.18,1.6,28,1,9.5,16.3,7.4,0,4.8,3.0,2.5,8.5,6.5,-40.0,0,1
TRD028830,39,4.5,6980.0,12,crypto,bear,28.4,0.55,1.6,47,0,10.8,14.0,1.8,0,4.0,3.7,6.8,8.8,9.1,-32.9,0,0
TRD028831,37,1.1,5590.0,8,stocks,bull,8.6,1.59,3.6,38,0,2.2,4.6,6.2,0,0.0,4.5,3.3,9.5,5.9,-40.0,0,1
TRD028832,32,1.5,5690.0,19,stocks,bear,5.5,1.96,1.0,11,0,1.9,3.8,3.7,0,1.5,5.9,8.0,5.6,10.0,-5.6,0,0
TRD028833,45,1.1,1980.0,28,crypto,bull,6.5,2.74,12.8,25,1,7.3,11.7,3.5,0,1.7,10.0,3.1,6.3,7.4,-40.0,0,1
TRD028834,21,2.0,8480.0,4,crypto,bull,0.5,0.7,18.4,53,0,9.4,19.6,4.5,0,4.4,9.9,2.0,6.6,8.6,-40.0,0,1
TRD028835,44,2.6,12430.0,49,crypto,bear,12.2,1.11,8.1,17,0,3.5,7.9,5.9,0,1.2,10.0,3.4,8.2,7.6,-40.0,0,1
TRD028836,20,0.4,4390.0,8,crypto,bull,11.7,2.21,9.6,2,0,12.3,22.3,4.7,0,2.8,6.1,5.9,6.7,8.6,-4.2,0,0
TRD028837,51,2.7,11840.0,8,futures,choppy,5.9,0.32,6.2,69,1,0.7,1.7,5.1,2,3.1,7.1,7.4,10.0,8.1,-40.0,0,1
TRD028838,33,0.8,20290.0,13,crypto,bear,3.9,0.21,2.3,2,1,2.9,3.3,5.6,1,3.0,2.4,9.0,4.9,6.7,-1.2,0,0
TRD028839,28,2.3,9960.0,27,options,bull,24.1,3.13,11.2,18,1,3.5,4.1,4.5,2,1.5,1.9,5.7,2.3,5.2,-5.4,0,0
TRD028840,42,0.1,5360.0,2,stocks,bull,11.2,1.36,1.0,9,1,7.0,17.1,5.6,0,6.6,1.6,4.0,4.8,7.1,-5.6,0,0
TRD028841,32,3.9,6860.0,5,crypto,bull,7.4,1.95,2.6,10,0,2.7,6.5,4.7,0,4.5,4.4,6.9,7.3,9.4,-9.7,0,0
TRD028842,24,2.1,9280.0,4,crypto,bear,18.8,1.74,8.4,20,0,8.3,9.7,4.8,1,4.1,0.5,1.9,4.6,6.7,-40.0,0,1
TRD028843,42,0.3,6920.0,64,forex,bear,14.2,3.95,4.6,7,1,3.2,7.2,9.3,0,2.9,2.3,1.3,7.5,2.4,-4.9,0,0
TRD028844,50,2.1,2890.0,39,options,bull,6.3,2.32,5.2,13,0,10.9,18.5,4.4,0,8.8,4.1,8.2,7.0,6.4,5.9,1,0
TRD028845,41,1.3,3400.0,7,forex,bear,6.7,5.45,13.6,63,0,3.8,8.0,0.0,0,4.2,7.7,7.1,7.2,10.0,-40.0,0,1
TRD028846,46,1.7,4620.0,35,futures,bull,20.9,1.05,7.0,42,0,4.6,8.5,5.0,0,7.4,4.0,8.3,8.1,6.2,-40.0,0,1
TRD028847,36,2.4,13500.0,12,options,bull,5.9,3.81,3.5,47,0,9.2,15.9,1.5,0,3.9,5.4,9.2,5.0,7.7,13.3,1,0
TRD028848,30,0.8,3390.0,28,crypto,bull,4.0,0.89,5.5,20,0,5.1,9.2,0.0,0,4.6,0.2,10.0,2.3,10.0,-8.4,0,0
TRD028849,35,2.6,11760.0,8,options,bear,8.5,1.52,7.4,69,1,11.6,28.0,5.7,0,4.8,5.3,3.7,7.5,0.1,-40.8,0,0
TRD028850,36,0.7,3570.0,5,stocks,choppy,16.7,5.37,1.8,14,0,9.4,22.4,0.0,0,5.4,2.2,1.3,8.9,10.0,-40.0,0,1
TRD028851,35,3.6,42890.0,3,forex,bear,9.2,1.87,5.5,16,1,4.4,11.1,3.5,1,1.6,5.1,7.2,7.0,8.9,0.7,1,0
TRD028852,35,0.9,4910.0,15,stocks,choppy,9.9,5.12,4.5,41,1,1.7,2.6,6.0,1,7.7,7.8,4.8,8.1,7.6,-40.0,0,1
TRD028853,47,0.8,1400.0,40,futures,bull,2.6,1.48,2.3,36,0,6.5,10.9,4.3,0,6.4,4.1,8.0,4.2,10.0,26.8,1,0
TRD028854,36,0.4,4680.0,64,crypto,bull,4.0,1.44,1.7,34,1,5.1,7.3,4.1,0,3.3,8.5,4.1,7.4,8.1,-40.0,0,1
TRD028855,40,4.4,6670.0,1,forex,bull,20.3,1.08,1.9,18,1,14.1,25.6,5.8,1,5.1,7.5,8.2,10.0,9.9,-26.8,0,0
TRD028856,20,0.6,2060.0,8,stocks,bear,20.8,2.83,4.1,14,0,8.4,19.5,3.8,0,4.5,5.2,5.3,9.1,8.9,-40.0,0,1
TRD028857,26,1.0,1480.0,34,forex,bull,5.5,2.46,6.0,45,0,11.5,16.3,6.0,0,6.7,3.6,6.0,7.1,10.0,-30.8,0,0
TRD028858,36,7.0,1790.0,4,options,bull,21.9,3.78,5.4,20,1,6.0,7.2,3.7,0,3.5,6.9,5.8,6.8,10.0,14.8,1,0
TRD028859,35,2.5,4840.0,26,forex,choppy,12.0,1.56,7.6,29,0,0.3,0.6,2.1,1,2.1,5.6,9.3,10.0,10.0,-40.0,0,1
TRD028860,39,3.6,2750.0,22,forex,bear,30.0,0.4,11.3,44,0,1.4,2.6,2.1,0,5.3,3.2,2.5,5.0,4.9,-5.2,0,0
TRD028861,49,2.4,3570.0,8,etf,choppy,27.8,0.25,1.9,3,1,4.6,11.8,7.9,2,6.1,5.2,7.0,5.1,7.8,-6.1,0,0
TRD028862,33,4.0,3580.0,15,stocks,bull,3.1,2.59,1.9,38,0,16.4,34.9,3.0,0,3.2,3.7,3.2,6.6,7.7,-40.0,0,1
